Class	Name	MPIMP-ID	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h
MSTs	A214003-101	A214003-101	0.962900955	0.423729869	0.443480148	0.562988763	0.514560776	0.477085052	0.584728541	0.628094214	0.693778337	0.392491788	0.748930322	0.960626164	0.656492467	0.647605582	0.69905704	1.015780658	0.435004334	0.542410121	0.305343619	0.529147144	0.423127251	0.38395579	0.437604302	0.531026052	0.401973672	0.255623804	0.30036123	0.402707924	0.279680755	0.326491157	0.279698177	0.226985533	0.307860266	0.290360605	0.719373404	0.467494126	0.483950017	0.347192789	0.367984062	0.489692282	0.458144576	0.296124965	0.527379393	0.695755216	0.28335434	0.422093595	0.509213355	0.344656433	0.321341169	0.243796078	0.261041911	0.228626234	0.208516939	0.244809128	0.139404153	0.174438633	0.258829231	0.214113779	0.386914297	0.322509756	0.349746299	0.393177272	0.40382137	0.509104883	0.536161564	0.331307443	0.318485339	0.39448021	3.535709927	0.467698497	0.618197611	0.555597332	0.425179389	0.596608737	0.319592582	0.477271679	0.450597811	0.271645148	0.737033882	0.65063532	0.612450743	0.408557311	0.663450371	0.317359267	0.393747508	0.257912154	0.225903027	0.402391736
MSTs	A214004-101	A214004-101	0.708032416	0.4729311	0.482506757	0.505082131	0.507947305	0.52514988	0.690984865	0.789921027	0.701967355	0.437472564	0.530493138	0.735297649	0.609197211	0.672756351	0.586112295	0.787046337	0.471113302	0.594444847	0.281503077	0.44814974	0.538033342	0.525190979	0.477528843	0.438793749	0.471487591	0.299471116	0.349812775	0.441102913	0.339463815	0.418821259	0.286301992	0.281160279	0.327410274	0.370401007	3.933131689	0.455324676	0.442655581	0.477730646	0.414169627	0.474797155	0.568428686	0.306202605	0.544221446	0.379391914	0.341382948	0.510447682	0.410677796	0.403724012	0.297389328	0.302719639	0.261010085	0.315964981	0.272255751	0.235587993	0.172884558	0.230703867	0.200765338	0.336267742	0.496197286	0.425545695	0.410492464	0.473654002	0.373792502	0.586339729	0.520475134	0.397331035	0.447926612	0.488124415	3.280280423	0.57816576	0.56330216	0.582023033	0.488796161	0.417754125	0.411425198	0.384490803	0.351953875	0.305834583	0.437781216	0.51614683	0.457880873	0.377932587	0.341294314	0.350613202	0.371705544	0.363779122	0.250968554	0.384941448
MSTs	A221004-101	A221004-101	10.82240507	7.935701012	6.10890834	7.134160876	7.298758143	6.137180306	4.041547783	5.211875877	3.58731762	4.895902466	7.454265064	8.67946275	4.296298877	4.301916322	7.240530546	9.046863205	6.7281132	8.457800394	4.139137459	5.881663052	5.578426624	5.316888095	6.429173893	5.891696968	4.432343719	4.342326591	3.981956595	7.399500495	5.148442697	8.860177714	4.87289522	8.551721398	5.864879272	4.85393554	8.212693782	7.606901206	6.160386644	7.650441487	6.998090475	13.14723819	9.607608951	4.976821133	8.849520315	5.727746366	3.580255541	7.955430235	7.790630308	7.183522462	6.379473111	4.090644346	5.324495784	4.996765698	6.060821845	5.931370615	3.722950122	4.888827671	3.529095243	5.209818169	6.84346725	6.626853893	4.89764083	4.371245761	5.464949049	6.076966583	4.588840032	4.186991002	4.931146486	3.463699481	43.95899963	6.684746554	7.925188719	5.834798801	4.463935063	8.901262406	4.695277039	5.358125997	4.668083238	5.137854036	4.754755455	7.095140099	6.085011656	4.833894281	4.490405259	6.371949204	3.38153356	3.958749402	4.919709419	4.691757498
MSTs	A223005-101	A223005-101	1.775597025		1.162420394									2.100300117	1.471092471			0.617265184	1.529245603				1.546293477		1.187753166			1.35818678				4.33071423	0.725551071					1.04796782				2.132306951		0.819708128		1.492345984					2.402326431		0.727196012				1.852772783					2.972919887				7.806470267		0.884162452			18.94957538	0.734799148				4.215617631	0.89904115					2.270884449				1.482374				
MSTs	A226014-101	A226014-101														1.523294036		1.805904768								0.688493237					1.236314964																		1.004094682																								2.791255983														1.01825701			
MSTs	A227009-101	A227009-101	4.350643495	3.036876652	4.522961305	3.375128047	4.183358234	1.33743665	1.069765553	1.179822534	0.925886247	0.844121133	3.070965319	4.591680357	0.838500992	1.929305994	3.885222513	1.73501591	1.284982374	1.915927938	1.350694267	1.425400261	1.511361522	1.257366137	2.22035592	1.563891866	1.599531297	1.238138067	1.770392731	1.890353523	1.612728393	0.645358101	1.469089658	1.101041337	1.17396324	1.099585647	1.692922125	1.656856087	0.904797939	1.529861692	1.544319759	3.964529111	4.472581802	1.123927587	1.873777007	2.051815973	1.457234013	1.02987132	1.595253732	2.653176306	1.511704719	1.619914035	1.346654892	1.516166315	1.471237903	1.265630925	0.934733777	0.905819601	1.198146879	1.597745025	1.715529737	1.45495002	0.792717602	1.067557384	1.473920604	1.428107837	1.79954446	1.193754757	0.817635909	0.915498905	18.20409184	3.343087962	3.726145237	2.260591648	0.964407826	2.085932357	1.742954916	1.350621297	1.272115383	1.036176873	1.17966294	2.736824159	0.859773083	0.990730259	1.519990833	0.925982936	0.739990823	0.580810729	0.937121718	0.768485161
MSTs	A228001-101	A228001-101	7.544311328	4.299763582	4.101732225	5.698285516	6.068268132	5.634110298	5.46796676	6.290367208	5.0359227	4.292058584	5.740553224	6.720270873	4.325223746	5.091580965	5.434484791	6.869886482	6.068716532	6.924585005	5.694113271	5.005179335	5.52817691	3.731317239	4.781187229	4.914351974	5.058950304	4.306022198	5.568716362	6.122484226	5.090571176	5.818717606	5.41488691	5.984131891	5.61144547	4.054291043	6.001611383	5.591640982	3.995053519	5.270528471	4.855695484	6.611458954	5.098717085	4.11907152	6.075024337	5.820729536	5.268947198	2.929830432	4.929278304	5.288008189	5.203209107	5.420246412	5.005002821	4.515896045	4.574135109	4.366429635	3.25559856	2.87603895	4.033467886	3.864138158	8.129300496	8.452547499	6.423120753	7.157648346	7.435271746	7.869125909	6.97516152	6.842030923	5.191003786	5.636824792	35.44294276	8.215399795	8.253822758	7.988367813	6.103139326	11.25414306	7.554082076	6.981897882	6.668026521	5.57956908	7.116491178	8.98762114	5.995160188	5.789098318	6.822261424	6.186428273	4.539445069	3.410523619	4.972661983	5.511184936
MSTs	A230002-101	A230002-101	5.546723393	3.78322603	3.69306771	4.737266039	5.15693159	4.440484722	5.051186842	5.117150223	3.677457492	3.265151616	5.364514682	6.388835639	4.977574221	4.480659742	5.486252105	7.433188383	6.429361275	8.012196454	5.413993398	4.929841332	4.79951177	4.262224129	5.330734466	5.297564762	5.201652671	4.574650365	6.240653202	6.516824537	6.21758647	5.100681523	4.423336738	3.952802722	4.287411846	3.591946686	5.810009995	4.659635041	3.708299548	4.286998388	4.851938607	5.775450061	5.745551069	4.026963618	5.570676189	5.751631514	5.471479634	4.238398075	5.802519471	6.341108571	5.983190064	5.833101143	5.226846373	5.083342647	5.312435759	5.315621525	3.367054517	3.723296125	4.892252458	4.73391299	4.666472703	4.857776439	3.854559906	4.675286881	4.045904306	5.61093341	4.558232724	4.708321849	3.433443104	3.085984873	31.00280576	5.542977592	5.47414606	4.770382533	4.615518252	10.87865908	6.819189788	5.473254005	5.507179168	4.737617751	5.856334108	7.766838096	5.827659415	4.334481762	6.080192447	4.944865163	4.68391047	3.47436145	4.543066832	4.475905417
MSTs	A237001-101	A237001-101	9.540086032	5.761186369	5.87205765	8.018962939	9.304790273	4.394556027	5.021819213	5.498883668	3.540643663	3.178208485	9.064942233	10.42011196	5.594616363	5.180018981	9.000516513	8.470417918	7.060555069	9.64036205	6.573804716	6.034699891	5.55216546	5.270382353	5.817562162	6.268660146	5.82953578	5.117142188	6.632019026	6.748335159	6.706265659	7.345232199	6.262738749	6.321012477	5.760664431	4.499333001	7.877247588	6.579085574	5.024528965	6.189080954	6.331347888	13.10581957	13.21991346	5.628421652	7.231934392	7.299453634	6.374102035	5.622456357	8.294022459	8.091186932	9.084162612	8.806504084	7.921976693	7.124749851	7.79504422	7.520354717	4.880800586	5.748966877	7.062256522	7.353747861	4.635202453	5.254768697	4.337908979	4.89123447	4.388032992	6.949353808	5.701341808	4.598278376	3.954749916	4.134630863	56.41399124	10.46760415	10.13527806	6.191777739	5.748187124	12.56791828	8.31171788	6.425583435	6.628093531	5.107657551	6.61833947	10.97172713	7.471194559	5.346671339	7.480792488	5.759993319	6.398569791	5.421267913	5.892638206	5.457858572
MSTs	A237002-101	A237002-101	4.56106295	2.55982625	3.094923631	3.202204847	4.04008206	4.159518369	4.233825977	4.955593114	3.683377307	2.979527864	4.989071445	5.613687804	4.120081713	4.493365414	5.754893336	6.332134549	5.048632407	6.447250923	3.725734995	4.554660565	4.109231316	4.181259341	4.676769661	4.671896027	4.206002799	3.318493106	3.967114538	4.254072564	4.612857976	3.180188914	2.967708095	2.867474122	2.790709416	2.350359951	6.166419517	5.183920161	3.531804125	4.803648723	4.264760776	5.860352606	5.979296597	5.347934559	8.19516097	5.3605905	4.891851893	3.068630665	5.535358671	5.097144683	4.650885399	4.238312878	4.264350331	3.754589159	3.895476472	3.392359173	2.127832652	2.206152851	3.006803029	3.167804019	2.99828726	3.587250982	2.736943885	3.465915214	2.732183741	4.008063518	3.405717264	3.186880026	2.225306619	2.818819229	31.38978776	4.750562159	5.088501587	5.904151936	4.88149335	6.245368764	3.913436209	4.43367914	3.678209646	3.610198173	3.637660369	6.242503133	4.341752237	3.83098892	4.496298363	3.370812141	3.082141289	2.689846879	2.880604025	3.361487462
MSTs	A249004-101	A249004-101	1.739409512							2.562288666		12.00428795	2.04826663				4.287210315		2.74018508			9.252284851				2.776324136	4.30519528			2.889129213					2.665778299					21.66818596	5.953583723	2.127522617	3.10374482						2.604144262								2.549887934		2.513082441	12.49271579				1.934543736	8.577662985										3.862895996			2.428439797			2.165726223				6.305503061					6.189666037
MSTs	A250001-101	A250001-101	0.094656928	0.056249442	0.055394707	0.057547188	0.1170551	0.080754916	0.026140449	0.060423515	0.053698903	0.060347439	0.065086759	0.095413969	0.035018529	0.047320151	0.085112631	0.058328134	0.104785042	0.061467346	0.042314795	0.065463071	0.056863693	0.035459593	0.057464105	0.045083617	0.0389583	0.024646003	0.05015616	0.085126105	0.039858803	0.089441927	0.155608018	0.091900785	0.13470978	0.072204098	0.218697991	0.163270257	0.075598055	0.097764255	0.132892518	0.166496298	0.143240956	0.091854226	0.171920957	0.132696643	0.091725118	0.253297636	0.141611702	0.127852841	0.105999936	0.104664392	0.111963296	0.111136442	0.071357486	0.108655382	0.077575743	0.058691868	0.059230887	0.093803116	0.158976133	0.131742198	0.096952804	0.164702047	0.117572451	0.191105861	0.170339692	0.092432687	0.101815912	0.149884094	1.102462009	0.149514434	0.208258085	0.231880614	0.136229238	0.227135002	0.106936185	0.102315647	0.15433813	0.083828962	0.168623283	0.366718731	0.136840541	0.149636141	0.180042695	0.183599083	0.117321139	0.092335185	0.123190312	0.116880828
MSTs	A254002-101	A254002-101	0.327196897	0.419424621	0.061143068	0.056739114	0.292603798	0.034390134	0.043046366	0.053138077	0.245242449	0.022315889	0.203033746	0.448707449	0.056275773	0.064507557	0.190268949	0.118951289	0.052389997	0.284612708	0.183377493	0.0513852	0.062808611	0.170436273	0.07579538	0.074871695	0.065508912	0.041194757	0.055863006	0.046424114	0.250192747	0.108846154	0.112506078	0.115220847	0.110681932	0.188812687	0.823442967	0.149338052	0.106537045	0.112571506	0.101589127	0.481287125	0.383992584	0.139397977	0.217856501	0.234071227	0.215067445	0.291385035	0.208671589	0.234674723	0.164728892	0.188254755	0.186054715	0.151004121	0.374663262	0.154428771	0.107830944	0.222015134	0.126350824	0.149386648	0.129573669	0.112162915	0.219928395	0.129353852	0.110310355	0.20944513	0.151115165	0.098235543	0.27115878	0.229368189	1.623211628	0.221187873	0.344110039	0.167855756	0.213771978	0.269216783	0.155986642	0.171764402	0.204699854	0.201604075	0.130991404	0.325927836	0.126993896	0.144777342	0.180185759	0.104165994	0.121800506	0.105727406	0.166099618	0.107499722
MSTs	A255012-101	A255012-101	0.49754386	0.458070679	0.466813549	0.51039432	0.456354256	0.576796296	0.709460263	0.782970305	0.662478775		0.29544835	0.375181098	0.416749524	0.689301125	0.351287964	0.65656473	0.70759445	0.924032501	0.692090459	0.57271928	0.786688951	0.368630949	0.628617931	0.450056062	0.582543748	0.76539769	0.781997843	0.73370723	0.421426396	0.841878166	0.679666071	0.695314678	0.896493787	0.577336367	1.473310511	0.767696902	0.603998221	0.820249546	0.881433797	0.450393232	0.413913466	1.078134303	0.772502131	0.750432731	0.546812852	1.161202887	0.543371872	0.708830306	0.341451948	0.351423327	0.295578972	0.348071411	0.437128306	0.752086269	0.516731188	0.508434818	0.580820823	0.556000273	0.677973338	0.766808464	0.625715616	0.688760183	0.675265344	0.626738972	0.552846809	0.537567598	0.637963708	0.764022953	2.37350914	0.354243775	0.39764324	0.691898921	0.430216183	0.836392736	0.564710418	0.560802763	0.673480889	0.332065011	0.442855263	0.908962171	0.476474441	0.547804994	0.636302074	0.865466386	0.402542946	0.497237075	0.477237834	0.587963012
MSTs	A256004-101	A256004-101																																			0.183076278								0.217814219	0.129469494	0.213950171			0.196414012																	0.500732157																							
MSTs	A260006-101	A260006-101	9.598107024	8.566318946	7.274963723	8.064663813	6.940034705	7.825612426	9.481749069	8.357309509	7.242381511	5.852161838	8.579497306	9.766934713	6.525741874	6.407816263	7.916335815	7.711749204	8.07126387	7.875675228	6.125469247	5.683234859	7.032247332	7.203822901	8.051704926	8.685267254	7.30086068	5.751463555	7.537219843	8.64633469	5.919032921	7.157261822	10.9659059	6.171117353	10.2534068	6.310222729	12.50933888	9.099402991	7.677379484	7.122045217	6.564803965	11.76632397	8.630235021	6.608822551	7.598465095	7.436320357	9.993931379	14.0169614	7.581106313	6.751149793	7.66786648	9.587999874	9.014227368	8.778304641	6.111423885	9.476786504	8.217359523	6.855668317	8.806470605	8.044584883	8.752040823	7.831655293	5.719841638	7.185246006	8.177993816	8.936900157	8.589474247	6.915951775	7.68631863	5.141171859	44.80080031	10.29889636	8.454754126	7.698684756	5.435786386	10.12689175	8.143048951	7.696179653	7.170991219	5.643220916	9.518229766	13.12175238	7.903554301	7.723254964	6.551534911	8.227868864	8.676916959	6.924238255	7.805179363	6.962841875
MSTs	A263002-101	A263002-101	10.34417699	7.533924692	8.262248395	8.873672865	8.768439709						9.143035086	11.56228492			8.268007813																									8.373946785	6.246949544		0.038448812															0.066496908											51.54123232	10.04433309	9.206984737								4.436368374						0.071942059			
MSTs	A275003-101	A275003-101	1.011850521			0.152870979	1.885031453	0.358294116	0.50057644	0.458397773	0.425417733		0.786197123	2.27656018	0.34445305	0.267433524	0.17973776	1.225594021	0.392424197	0.497694358	0.211106472	0.212558832	0.291582447	0.271538514		0.283349269	0.339518782	0.240686795	0.224832853	0.371378963	0.258405813	0.456198064	0.315482	0.295938488	1.268782213	0.251722996	1.258700906	0.40269421	0.364644089	0.325090805	1.341287714	1.282057911	0.309999362	0.426901685	1.336433702	1.636765036	0.239344713	2.708425823	0.347158127	0.263872851	0.260784046	0.200574052	0.229752793	0.19561702		1.7594685		1.069435579			1.632663042	2.020210656	1.166516791	1.242246696	1.303309517	1.678762422	1.138097722	1.091673549	0.892113323	1.384788331	1.78903285	1.147153076	0.99648393	1.658339897	1.258973019	1.197521558	1.246454236	0.509464061	1.086232923	0.526816981	0.61800333	1.012596151	0.586246668	0.349228013	0.581906775	1.096980954	0.501111458	0.355209344	0.561583399	0.531345925
MSTs	A278005-101	A278005-101	0.965218859	0.772902831	0.597502841	0.790900672	0.820509913			0.449723323	0.437193462		1.040597994	1.19817689			0.859622236	0.344013708	0.374227901			0.378867827										2.266079065	1.717181746	1.44301771	1.905825034	1.413075075	2.025061553	1.612073836	1.597804724	2.001009256	1.903316944	1.259300788	1.018932227	0.833785716	1.39355588	0.477990642	0.554773076		0.332513506	0.575944992	0.46624379	0.33950461	0.462469055	0.423537166	0.445430789	0.564876015	0.356817398	0.497258102			0.370070276	0.302156333							0.492574728	0.463707668	6.82839412	1.317587485	1.233204265	0.356010191		0.556823712			0.346102884						0.317265802					0.483702933
MSTs	A278013-101	A278013-101	5.4863819	5.420447244	4.271335135	5.019500488	4.896840532	6.765578571	6.143935185	6.416635102	5.157094927	3.972242757	6.006663128	6.112552086	4.643930495	4.084562249	5.009223095	7.695383063	6.673015124	6.057378567	4.33132481	4.943176203	6.236402463	5.01633785	5.607275005	6.186248928	5.344811283	4.407882717	5.816020198	6.642850825	3.681544668	4.992080848	8.127606352	4.447808554	7.630245938	4.364509133	9.622626	7.424756499	5.934378675	6.003964939	4.840841617	7.662653746	5.687033477	5.352516042	6.503930283	6.271004972	7.620908218	12.90049281	5.960915887	5.62128219	5.729214615	7.184327738	7.14487925	6.030551136	3.870952119	7.471441842	6.549652858	4.759502288	5.901199713	5.838680999	6.976249743	6.35192213	4.175308817	4.825836046	5.720072244	6.807146086	6.993098383	5.821458965	4.832284587	3.374226529	26.82108529	6.979969239	6.125987124	6.493430792	4.459373617	7.940772612	7.078723658	6.566531564	5.455721401	3.502439448	7.8695762	10.67507934	5.2610303	4.825103903	4.927032423	6.186247035	6.228856553	4.593282503	5.756443864	5.235491244
MSTs	A281001-101	A281001-101																																									7.459297895																															9.805420977						8.506883948										
MSTs	A285001-101	A285001-101																																																																																								
MSTs	A285012-101	A285012-101															0.90468053																				0.074122204			0.106850205					0.798809181																																													
MSTs	A294002-101	A294002-101																																	6.868199819			7.568899441				1.92464663			3.334407346																4.553705811	4.420891718	2.820093238	3.334835766	2.97297959	5.298749476	3.545758105	3.696518351	3.499922991		34.3589785	7.87013457	5.912569133	6.681784325	3.863990797	9.989539961	5.18897188	3.869980004	8.324509742	2.301559947	11.6508646	18.32819075	9.631259153	7.563303481	11.23375539	4.197902074	3.908153605	5.798989689	5.907358786	2.258427828
MSTs	A295006-101	A295006-101	1.264157765	1.212736139		1.02988379		1.106189615	1.165648481	0.812689288	0.946196068		0.815352543	0.638938839	0.783078159	0.776148063		1.492479539	1.251176857	0.878750852	0.803010741	0.875208831	1.423171315	0.673034883	0.817781769	0.780628906	0.952783791	0.717665187	1.074857507	1.462755177	0.845572811	1.084137995	1.057326139	0.809887376	1.740135814	0.935003617	1.751490884	1.197745863	0.782932647	0.886860086	0.733842808	1.432184307		0.875648349	1.432132811	1.274578494	1.276300559	2.325927681	1.003758487	1.15244716	1.102207112	0.876144139	1.268432403	0.807799098	0.670341985	0.73710724	0.630433677	0.49593033	0.609091512	0.901047815	0.814730345	0.741734848	0.478402252	0.624626822	0.597834293	0.530340841		0.455573652	1.170611429	0.428669794	3.605083649	0.678423124	0.526655882	0.901506458	0.625896973	1.224262646	0.644097827	0.612037048	0.522705197	0.443771198	0.806031801	0.998671513	0.539775336	0.531721279	0.758911344	0.683063867	0.487292555		0.515830674	0.515841105
MSTs	A296003-101	A296003-101	0.936250169	0.968190997		1.020704521	0.713549282	3.337550384	2.400733027	3.24266661	2.512889175	1.925028697	1.211838335	0.610841224	1.415287898	1.620404129	0.81958862	2.286622354	1.801915526	1.967160721	1.289477641	1.742312337	1.806374777	1.423021396	1.64725761	1.676647795	1.027740052	1.36903146	1.847650312	1.398107947	1.508688858	2.430039111	2.763926317	1.998639101	1.903792463	1.440739965	2.892017038	2.308810259	2.633972133	2.236676836	2.638512895	3.892519622	2.463521876	1.956200699	4.456635383	5.057666896	3.462309239	4.292309827	2.840531329	2.433110119	2.578033613	1.711837367	2.497731062	1.530101229	1.430313646	1.629675387	0.868367518	0.784792491	1.009937261	1.248451911	0.56172474	0.549893129	0.339105187	0.453312816	0.557249645	0.635083874	0.457228078	0.498362799	0.400247923		2.360482937	0.365113705	0.486815907	1.019114719	1.080258742	1.053995276	0.523851951	0.743623997	0.58118208	0.469863385	0.468267895	0.694299051			0.329811451	0.378104114	0.276333393		0.411526784	0.299168644
MSTs	A303004-101	A303004-101																																																																																								
MSTs	A311002-101	A311002-101	5.358246466	2.795140192	2.483543279	3.119139051	3.357691557	1.306202302	0.648671908	0.734103892	1.099306259	0.507814086	3.809674238	5.146227499	1.218376632	1.11796724	3.290671879	1.856300891	1.710837298	1.450165876	1.472858171	1.176005019	2.012916739	0.898841327	0.993007268	1.11341326	1.096245621	0.65492831	1.35609132	1.550817203	0.455083565	1.369358595	2.544185722	1.628527082	1.916539952	0.560107284	1.875505125	1.657793666	1.632615489	2.340927786	0.549653173	4.147206228	1.99856562	0.596949027	1.162109799	0.695497469	1.349596469	0.923802877	1.083565802	1.189601442	1.350283284	1.984032345	1.888758935	1.634266055	0.432483105	1.677829902	1.288339115	0.445230533	1.204080039	0.776848497	1.7748325	1.961490426	1.156266097	1.31989864	1.34909348	1.625214813	1.522973712	1.375573766	0.45417889	0.467314153	16.30840139	3.490112667	3.222758395	2.417330062	1.074658864	1.945403532	1.787852394	1.606703989	1.690886326	0.474005846	1.194066216	2.32700433	0.953948332	0.540476363	1.026704455	1.191591505	0.48808	0.511021652	0.963741418	0.640873454
MSTs	A316003-101	A316003-101																																			6.635475742					6.300406685																																																
N- Compounds	Adenosine, 5-methylthio-	A280002-101	6.723698767	4.379630445	6.926701612	5.47180847	5.495959506	6.509259066	5.249037774	4.142627469	5.603224218		5.594332741	7.177859322	5.108175329		5.477988875	6.842239164	6.179259894	6.508775207	4.344035455	3.838529338	7.088922615	4.078778599		6.359737408	5.478818165	3.779421606	5.112737299	5.768706584	3.580360551		6.522070849		7.078598223	4.157704097	7.754797626	6.524343906		6.942303731	4.415752974	5.289030049			5.588952734	4.715142798	5.076676303		3.567064358	4.940789284	4.913596102	3.387063372	5.18729505			5.812681798	4.396141938				6.847309753	6.589205043	5.361498333		4.772082736	6.647417995	7.067062638	6.233476588		4.991099841	25.61717449	5.759219678	5.654831474	6.75411261	4.46379871	5.293808645	5.237466871	6.947280962	5.757072999		5.647400554	11.43522709	6.09766743		5.253225468	5.080679184	4.471668626		3.894527404	4.085795772
N- Compounds	Adenosine-5-monophosphate	A307003-101	2.941960231			2.650092722		2.899113701					2.847414439	3.278693693		3.294047501		4.345924823	4.461404761	4.956245706	3.64111495	3.597371799	5.08673643	3.373365948		3.940123198	4.240488671	2.60998777	3.645171607	3.947280473			6.402017456	5.872913342	10.02121109		5.969184383	4.951372989	5.083421389	5.2127479	4.298071233	4.442298543			2.628273645	4.890307623	7.404906413		3.668178052	4.411975884	4.029887721	5.414962607	5.421123269	6.078283617	3.778799276	4.74818627	4.84497496				3.343799627	5.787126904		3.231153689		4.350412816								4.59600311		3.191583811	2.825704099	2.746271917	3.383655762		2.971226488	6.005207534			2.922795722	2.877843732				
N- Compounds	Allantoin	A189007-101	1.664224439			0.949257733		1.226829423					1.733446313	1.328488108			1.739137256	3.115791274	1.670588039				1.515027947																			1.42335667			1.091365343	1.684110915	1.190624625														2.315206776	1.549813683				1.538967264	1.586512889	1.296668588			14.81008657	1.974131835	2.933138012	1.599694227		1.941218121	3.122781308	2.650087526	2.257833783		3.225438797	3.686010522				3.835802606	1.204819836		1.219353315	
