Class	Name	MPIMP-ID	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h
Acids	Pyruvic acid	A104002-101	9.221028273	5.96414335	6.802175884	6.514648006	8.000878936	2.070908444	1.743922874	2.822681437	3.167444734	2.429526063	5.080119438	5.904450339	2.568079671	2.635463044	4.461807695	3.038301618	2.382470786	3.976312018	2.507027196	2.411003462	2.370920632	1.841630444	2.910576336	2.076724303	2.748747892	2.566248642	3.082990987	3.710436878	3.640517889	2.558111293	2.399989489	2.305266695	2.364769972	2.616625956	2.620073489	2.634661341	1.891730887	2.617343491	1.681059924	4.576195817	4.942385746	2.057707572	1.762700186	2.857818074	1.962341999	5.090935163	2.211155364	2.618200311	1.677808275	2.00095727	1.931740256	2.203919663	2.717584127	2.858511891	1.993334073	2.239501007	2.383653734	2.463822643	2.541272812	2.738976424	2.361429644	2.357063225	2.411033588	2.519576179	2.323024986	2.222158405	1.951772945	1.769104459	9.525948454	3.814473108	3.083341012	3.318650856	2.402008264	3.384627148	2.640306631	2.229947757	2.242224319	2.043938155	2.323363815	4.062813707	3.425337345	3.60131426	2.393740037	2.180984226	3.112242918	2.451561091	2.563749784	2.533879436
Acids	Pyruvic acid, 4-hydroxyphenyl-	A199012-101	0.718790405	0.48519061		0.606008537	0.644713181	0.535607464	0.723399213	0.713402849	0.514499924		0.563891273	0.974111743	0.798338363	0.476356882	0.463359277	0.617069662	0.524087245	0.763953335	0.403185413	0.390652415	0.486007742	0.459592442	0.619361037	0.55974487	0.384971236	0.398683427	0.388833689	0.462753512	0.659216349	12.08761581	8.312263997	8.605721673	8.937684857	8.480749524	14.59820688	10.64142066	7.404584491	10.42116327	9.172552085	7.997363511	6.919835657	7.499271416	10.03970471	3.35393342	3.174357681	4.364122409	3.771694403	4.137343037	3.231395875	3.523024711	4.08723357	2.767975113	3.474917636	3.076909301	2.937352185	3.904658163	2.352377879	2.999368342	0.723851961	0.711894945	0.818342639	0.771313071	0.694374436	0.782796769	0.472252886	0.538597275	0.582685241	0.717531123		0.758396477	1.063020797	0.723085819	0.716845492	0.80641818	0.513916975	0.602932346	0.537543934	0.663089729	0.67792359	0.643067442	0.468672573	0.532871566	0.512958269	0.56399513	0.461239312	0.525393114	0.463110142	0.493410615
Acids	Quinic acid	A185001-101	1.994814612	1.982937559	1.996094584	1.967031394	2.28349516	2.404541618	2.499939986	2.669046851	2.141783206	2.646823058	1.482613761	1.624928037	1.808979273	1.929342638	1.338047648	3.405429205	3.327164137	4.572148375	3.22993244	2.753864879	2.023491459	1.988248652	2.609823994	2.089518377	2.61402078	2.500324159	2.92197003	3.858262918	3.026666112	3.633861185	2.698177306	2.913515415	2.882417827	2.152794649	4.414801422	3.19632483	2.582649863	2.832680358	3.206303001	0.774941566	0.781651051	1.6704185	2.082077264	2.632980839	2.616255408	4.190851762	2.80655169	2.789737223	2.199408399	2.004252483	2.002440697	2.09828576	2.219043932	1.735897869	1.488335456	2.016940201	2.294451355	1.764315021	5.641589052	5.589565733	4.985699624	5.538516781	5.706185234	7.443341014	6.302128154	4.449789689	6.468270479	5.710957687	9.464848976	2.407350014	2.295094213	3.6039305	3.218848443	6.400678815	4.775298894	4.48352311	4.708528095	5.156738215	3.584508519	6.3524678	4.673324878	4.829057624	3.85669225	4.351714819	3.949104012	4.173634281	4.147851691	3.945438395
Acids	Salicylic acid	A152003-101	1.534761973										1.633537181	1.420325489																																			2.137900594																																									
Acids	Shikimic acid	A181002-101	2.623513058	2.407319396	3.051300382	2.792799288	3.049118732	2.605977871	3.112020008	3.389570647	2.826153853	2.581890243	2.437117861	2.631969636	2.003321444	2.033171502	2.338799423	4.682553844	3.600139589	4.333736961	3.395421547	3.270126332	2.003914888	2.013979212	2.694136621	2.35925013	2.649293989	2.919885917	3.066447653	4.354309193	3.238214169	2.540657515	1.616326286	1.751621142	2.240599959	1.687956269	3.158286869	2.866523173	1.643721368	2.30004428	2.945666672	0.961981556		1.402582249	1.745070787	2.552631555	2.17206934	3.802350184	2.824639176	2.599855341	2.074344597	1.847159887	1.371775159	1.342459825	1.822302478	1.706074453	0.995660076	2.059655574	1.942510621	1.614043834	5.730591655	5.674590353	5.279955266	5.342947336	5.525915194	8.290114917	6.42284666	4.46986461	6.749442306	5.10145953	11.13921925	2.661120081	3.015424876	4.143301326	4.182321716	8.502545368	5.855538177	4.949802532	5.273427354	5.378275201	3.030550867	5.538220716	4.499370123	4.357116267	2.998896526	4.514778525	3.685887089	4.705309294	3.855876613	3.518477166
Acids	Succinic acid	A134001-101	10.93707232	8.414725152	9.250504516	8.222042394	10.72657544	5.503072218	10.69836889	8.399357264	5.996028856	6.09899575	8.950010401	9.735818427	7.939656688	6.662939932	8.98606972	7.15590322	6.124635494	9.459757859	8.368371282	6.79064742	5.38775776	5.880183325	6.292304965	5.767721488	5.531454029	7.321981477	7.28629555	8.227191045	8.403186507	7.475718473	5.310155278	5.154842781	5.39572335	4.955907886	6.609598086	5.843226779	4.654421098	5.469737569	5.622181063	6.875224759	7.655573191	5.200221501	4.028352577	3.216962251	3.674581707	6.661408449	4.367334682	4.937450221	6.583621045	4.561377681	5.056602841	5.005915204	6.011916561	4.577083616	3.029559748	4.424138759	4.599752486	5.787615432	6.685788471	6.316867362	7.017978505	6.489079444	7.046516281	8.044913622	6.960457283	5.254752106	6.010323264	6.336268754	30.13135536	8.441878039	8.422045107	6.366650031	5.977606141	10.25233624	5.70667437	6.078881502	6.200103297	5.656520113	5.233079959	9.271112392	6.800038274	6.060781316	6.754807572	5.430560521	5.830363005	5.850410787	5.517672412	4.986419191
Acids	Vanillic acid	A178004-101	7.3684943	7.587130331	8.526216235	7.484023848	8.03890282	1.456602138	4.883146431	6.202128255	3.339164101	2.123039732	6.955096727	6.934791081	5.35810888	3.301239996	7.475611926	2.217041681	1.050616586	6.296336265	2.600522765	2.0560399	1.734114037	4.634484376	3.671898449	4.090965798	2.031907391	3.614424866	1.896147539	1.324928013	4.140221114	6.956285396	3.711827914	3.042479719	1.889934866	5.019106478	7.058142849	4.782692032	4.036163667	2.801957765	4.077228497	5.843847249	8.926842057	3.375897456	4.597228378	2.008021981	1.060945011	4.624134063	4.561082213	2.892838163	5.369269243	3.277251633	3.474213071	1.75841976	4.509639521	2.410340244	1.256630452	5.515256125	3.920196314	3.368629095	2.229568481	1.009638965	4.438920873	4.109539914	2.739429561	2.584072541	2.453661654	1.217881122	4.655956698	2.993664934	39.80136958	8.439763178	7.551799169	1.018293005	4.148762098	4.973446625	2.594153662	2.284594595	1.099071112	4.170516966	2.082308165	1.501863725	5.983546256	3.536129676	2.664717772	1.208061568	5.415466333	3.42361319	3.687931117	1.97961762
Amino Acids	Adipic acid, 2-amino-	A172006-101	5.439825773	3.655840045	3.237183359	3.955740315	3.173003934	3.707965084	4.891004604	4.788625246	3.568369414	2.779588567	4.013229687	4.457609117	3.864534456	3.10117226	2.607529751	3.622900898	2.249249502	2.953146664	1.912474073	2.08301664	2.77304533	2.455450695	2.841160427	2.482671282	2.677146934	3.025305569	3.028187222	3.794990855	2.752386533	4.964150733	3.190547372	2.878190654	3.32397534	3.083478192	4.691490875	3.639207596	2.718761588	2.055908728	1.868377831	4.063905404	3.642717036	2.475559211	2.981146518	1.930622616	1.731302413	2.246242116	1.877874271	1.912375231	1.872150498	1.976714476	1.997613736	1.676587901	1.46634366	2.256377106	1.651238048	1.99068215	1.456293847	2.020001046	7.640768103	7.127797455	6.408479459	4.901345752	4.626334012	5.186215559	5.270894591	3.451346974	4.030251825	4.845645726	21.7897201	4.707278706	4.523169146	4.611753874	3.963906193	4.04084656	4.178093525	3.281324508	3.22132758	2.624692146	3.632157804	4.818526602	3.390024501	2.172998841	2.004107417	3.217420084	2.741594185	2.874023437	2.260856652	3.066655074
Amino Acids	Alanine	A110001-101	6.833812203	8.872235718	8.948932173	7.906330377	9.616030065	14.82516719	11.26777103	11.89871948	14.61428859	16.56522323	9.874079606	11.18230556	14.59148127	13.4249177	12.88503605	14.68974675	10.17152042	11.99062959	11.34835988	16.25708365	9.239528322	9.010796342	8.944000337	8.541778118	10.71271009	9.193952031	10.69219103	11.04926537	9.893065382	8.24781279	8.373540145	9.336107971	9.963684071	7.710382788	9.882550575	8.879770587	11.71472078	12.50090211	9.974359235	8.543528865	8.347565276	10.00583655	6.497710873	7.5213297	7.167011214	6.425096047	8.488048039	8.359401039	7.070944099	6.829311749	8.584786882	7.65467425	5.004255679	8.582837024	5.924299668	8.912279991	7.248724385	11.65552939	10.68871816	10.16478732	10.53492306	11.07579144	11.23924318	8.741940592	9.103582407		8.501091918	9.724703402	7.338714119	5.545691271	7.919383144	10.62778494	12.89365174	8.1012512	9.817065988	10.38005282	9.264901517	7.510604102	6.874352953	5.578092053	6.142585446	7.140105897	7.967082594	9.097796846	7.629375998	5.214822923	5.330380781	7.479291148
Amino Acids	Alanine, 3-cyano-	A138005-101	1.488660943	4.196086893	4.66240029	3.161750207	2.65045562	2.817754354	8.78812529	7.213111767	4.245874544	2.907654536	2.747803293	0.945870931	6.568611252	3.600230118	2.27118643	3.742483716	1.150455459	7.940487705	4.229370674	3.349027234	1.889548186	7.494713944	5.286491596	6.260124836	3.210863521	7.061790864	2.71292344	1.975105573	5.787482708	6.154961916	2.913867512	1.830091068	0.770049686	5.881977528	6.093586626	2.578939636	2.678305917	1.634319721	2.509155911	1.354753808	6.677953948	3.630561411	5.609540609	1.550079443	0.765058896	7.904361492	5.751864174	3.196326482	6.802266164	3.762663494	4.068582834	1.319825881	4.286059959	3.032119896	0.83941388	9.869198416	3.779282715	2.952248205	7.107855145	1.711672601	11.82230791	6.893637126	5.193815341	12.00104042	11.70003392	4.377327636	15.06448218	9.63012541	31.69022359	4.443092914	3.207762212	1.829250888	7.773976449	11.23298321	6.907146495	6.126617541	2.190920229	9.863357226	4.609089922	2.642532006	9.025118115	6.362733338	3.209863345	2.095583925	8.850401058	7.657234806	6.218508338	4.043472908
Amino Acids	Alanine, beta-	A144001-101	3.791133151	3.212316498	3.600888758	2.962070013	2.833264455	1.318741691	3.231553214	2.528236405	2.209482976	2.064138417	2.686557628	2.507630416	2.503299823	2.30543538	2.985380307	2.844521664	1.729641334	3.682650384	2.359129152	2.367567529	2.201086541	2.08364061	2.787711866	2.118155408	2.335968871	2.608455181	2.806292934	2.864346327	3.25262634	3.266522521	1.588105046	1.225596032	1.796259198	1.352113451	2.587769299	1.822181449	1.765338025	1.507682229	1.625072406	2.640498457	3.049849702	2.732534435	2.03684333	1.8844168	2.268509155	4.400072193	1.943661533	2.23793451	2.572169335	2.175704176	1.90194299	2.92050991	2.151026842	1.885382575	1.267281171	2.318754058	2.65956256	2.231910847	2.08172311	1.597598591	1.982853427	2.41125424	1.993782298	1.863450254	1.888895276	0.763243369	1.161195736	1.434139943	12.06373433	2.702438197	2.314727829	2.338999942	2.061133994	3.175390088	2.275429988	1.636822662	1.953436399	2.037392327	1.597698691	2.062847208	1.954122439	2.288944493	1.634209407	1.62853951	2.166378652	1.673815097	1.803109517	1.613432648
Amino Acids	Asparagine	A168001-101	8.272338656	6.862158848	8.008914515	6.085242514	8.071024776	7.892670586	4.527125225	4.373743142	6.83784852	5.9242977	7.057333463	7.777157088	7.199588636	7.553662658	7.466344111	7.441704592	8.835159311	7.687547112	8.198770918	7.493648765	8.489656572	7.885910343	9.890479441	8.174022086	8.962646591	7.858399972	9.148919336	10.01712219	7.895530944	7.989406537	8.583827194	10.10765752	8.658586072	7.778984129	5.922762202	4.245678073	5.954412088	7.271784975	5.231771502	8.28449655	9.565825416	6.891858523	7.496863828	8.386357099	8.666078705	13.18571183	7.22660869	8.725643981	6.651257521	8.14685211	8.577790929	8.933599215	6.133091724	7.099459452	8.048641536	8.0626587	9.153578381	8.927140413	9.299279471	9.184097517	9.522715571	9.538467166	11.27017799	9.092277435	13.71735748	8.863201091	12.09854055	8.706564685	39.49106366	9.506402523	8.133312078	9.812062074	8.824214805	7.110312692	8.600752716	8.700286347	8.724519531	7.961994563	7.836777303	12.92729996	8.204932719	11.71336513	8.219046924	9.067301445	6.359756792	9.499493857	7.417755028	9.45167208
Amino Acids	Aspartic acid	A152002-101	8.617729021	7.768393076	7.663676474	9.631289568	9.831145868	10.01371561	6.737372475	7.135008996	8.106658222	10.4879235	9.532126197	8.400452852	12.13312418	12.09558917	8.970971039	9.543440395	10.78007962	11.27784235	12.43967987	10.19384843	8.753539477	11.25630008	13.87155123	11.44198004	12.39066736	9.900106458	9.94196183	11.34216879	11.04889297	5.895773203	8.018218958	11.53767861	5.594575378	10.34228302	8.144954556	6.427091835	8.914608144	1.640249485	8.067997787	7.613499554	10.7642971	12.32363932	10.27640762	8.535305484	7.504475787	12.46276475	10.62371779	12.59647723	8.403878392	10.78709914	10.93723652	12.54283051	11.34949163	8.750693253	6.105478286	10.7980165	8.448889302	10.20119483	9.097331342	7.477925109	9.966949482	8.100860765	7.31474176	6.307252164	7.571803993	6.360676089	8.122867274	9.025017197	29.76799658	6.32486001	6.560978097	6.308123139	10.68883129	7.590462497	9.042376823	9.851629247	8.114049999	9.313932765	9.378014042	15.46422012	10.33562806	11.81460699	8.945003129	4.708082877	6.963392537	7.637968549	6.835932519	5.188516117
Amino Acids	Butanoic acid, 4-amino-	A153003-101						4.888729938	3.861772576	5.030613752	6.161660913	5.096506501			7.891560532	8.512450459		9.503267749	5.854306649	8.754740675	8.488729629	8.045102378	5.924817895	6.152721029	5.762730044	5.46097823	6.544503234	8.778719962	9.362100913	10.43424383	9.669768452	5.794003837	6.402271456	6.291141289	6.161805324	6.359163644	7.6654201	6.402640543	6.353307751	6.477787565	5.942780577		15.70950794	4.786445033	5.878260651	4.684815367	5.848428092	7.204621249	7.266708595	6.588316019	4.572335127	4.531213662	4.880057276	4.251812345	5.198351012	6.351455543	4.000685211	6.700476238	6.348543332	6.9015466	8.85130428	8.494863855	8.170563704	9.275106605	8.659198809	8.626091987	9.142366246	4.510322661	6.169695212	8.444454296	64.4106251			7.850283086	8.313226618	7.659331386	7.838021145	6.382342502	7.435671406	6.476279101	4.875469025	6.151322643	5.148175927	4.983896165	5.269535454	6.134809889	7.371395498	6.0405467	6.527774163	6.500800572
Amino Acids	Butyro-1,4-lactam	A114004-101	8.847490521	5.781745358	8.803184518	7.476740555	9.214211457	3.092554812	5.59121686	3.995214035	3.327785066	3.234492875	8.293950488	11.72216391	4.54058542	3.79554545	7.607235252	4.079332168	2.627823749	5.871306195	3.875184665	3.727016366	2.67044516	3.587300927	4.037170853	3.531140475	3.440330467	3.297709288	3.578723476	3.655242753	4.513899466	5.178894142	3.80551582	3.254572338	3.450642895	4.465227561	6.329713507	4.651580913	3.68382832	4.278998796	4.263305793	7.251102734	10.78027502	3.532541241	4.194053312	3.074921303	3.008918815	10.09907956	4.896752923	4.629475333	4.521052359	4.237365057	3.844949757	3.258535765	4.968182766	3.695787897	2.674796062	5.315133838	4.906311513	4.608890711	3.246857081	3.041778728	3.232876018	3.591676535	3.27719374	3.901076395	2.972960333	2.332412968	3.195427987	2.98287376	27.19625123	6.597532777	6.676735795	2.529541961	3.777074526	4.992231884	3.070425367	2.68250549	2.886142833	3.624967851	2.542814156	3.666535899	4.668113421	3.18559383	2.895922262	2.471161783	3.758252457	3.247536976	2.644886374	3.02640347
Amino Acids	Caproic acid, 6-amino-	A174006-101	1.64050489	0.692428835	0.598915841	1.216516814	0.794219958	3.208310051	3.071325522	3.788340836	2.668740532	1.970121159	1.692082214	1.223401792	0.72861122	1.074123254	0.595200667	2.032330563	1.582425938	1.958871785	0.937905824	1.158434313	3.5554592	2.373434583	1.256647348	1.713243225	2.795483862	1.477486743	1.396124761	1.915548124	1.757903589	2.113530533	2.427500735	1.788020677	1.19655625	1.698171239	3.486448379	2.857386322	1.955116788	1.092172981	0.752901549	1.675624355	0.732455671	1.397238819	2.680164267	2.236551758	1.282850635		1.665949441	1.276364334	1.620351277	0.878804618	1.905613385	1.153880645	1.207261046	1.92532859	1.203471132	0.841263364	0.702715147	1.059525913	3.149779317	2.567678479	1.432070854	2.142943459	1.223364919	2.391976215	1.520814067	1.846833604	3.848858526	1.06133217		0.712579765	0.58315799	0.832673446	0.573407473	0.756374073	1.047448834	0.646666294	0.552275452	0.406836356	1.333673319	1.375049895	1.279879031	0.870935783	1.099960075	1.263573349	0.720984507		0.793023352	1.162029556
Amino Acids	Cysteine	A156002-101	3.715823094	3.060508759	4.088691804	4.200306088	4.327427062	1.718407282		2.563512817	2.463265831		3.449817427	3.248527234	2.462165045	2.480023158	2.990115333	2.831142528	2.396623166	5.371725566	2.646095176	2.685829257	2.391721925	2.504757992		3.099519673	2.346720492	2.192758847	3.172317514	2.941527797	3.46122949	12.69811042	8.60381395	12.23186132	5.798481987	8.826142085	9.000044067	7.067190105	7.334880559	2.593141154	8.113452014	4.946594384	5.378433091	7.200287526	7.583622144	3.725022668	2.929261533	6.069712664	5.301191537	5.153341574	5.184029294	3.976295183	5.292963417	3.892967855	4.735398122	3.640748425	2.531570912	6.05163133	3.063613049	3.271121293	3.606407469	2.703785436	4.605987359	4.683137728	2.758647934	2.217252663	3.703686986	2.292414163	4.248039374		19.1809034	5.071456168	3.93034494	2.587581144	4.277779016	4.544879496	3.710063982	3.608863502	2.683474461	3.135027602	3.214321056	3.662130581	4.116430233	2.595206556	2.832213434		2.487287163		3.601859462	
Amino Acids	Glutamic acid	A163001-101	2.511103703	1.428361447	1.776794145	1.908357642	2.167460646	9.378459557	9.288118757	7.646382966	9.594788617	9.988106101	2.115033455	2.003837985	10.10630575	9.335450422	1.987713909	9.944771697	9.032326047	11.45298103	8.895718376	8.966023717	9.697539534	10.27153871	11.86732958	9.5584459	9.897209269	8.588594066	8.86068681	10.8829588	9.848354296	9.89159087	8.324799278	8.952970035	8.891154565	8.289322915	8.980885952	7.492785823	7.972849126	8.780387874	8.204744063	1.789488649	2.565506079	9.222856245	8.320521417	8.726396512	8.456573099	16.92305291	8.252824942	9.472217062	7.613744471	8.095070597	8.742716506	9.108364823	8.342365274	7.355520851	6.511189744	8.466019001	8.264132299	8.592196366	8.261891701	8.477200958	9.199840421	8.248502656	9.870215445	8.319398316	10.11257786	7.606926516	7.818759725	8.997462137	9.606133436	1.715573034	1.885743008	10.05892885	9.479331574	9.378354266	8.264454917	9.041391244	9.056860501	8.781254491	7.406812743	12.48305333	8.375562177	8.647533123	7.412297956	7.734246916	7.090553932	7.556555265	6.534901866	8.472296466
Amino Acids	Glutamine	A178001-101	10.35910003	7.763172628	7.800330646	7.854678544	9.677501359	10.51580058	6.258314548	6.576147476	7.913740578	8.027233184	9.028972667	10.19841863	7.46110732	6.277220415	8.378832721	8.819093419	10.56034869	8.437788921	4.372382282	3.513497192	10.92547917	8.38271928	9.445095944	8.809512119	8.240047367	6.475298297	7.520874605	8.720900016	4.342813161	7.903567607	9.744687576	8.854181224	8.403086916	4.571662199	8.3956053	6.775746912	8.027430531	5.316851044	4.17043799	8.935618244	9.346548843	5.490453157	8.500176099	9.002807624	7.815107537	6.624399164	5.806847455	5.282756009	5.350388493	4.707178135	7.883669994	5.290742033	1.769708695	6.087813868	5.637360672	4.525527759	2.518847471	2.251283843	9.302613152	9.637110614	7.843042988	6.013627642	6.393372583	7.829691568	11.11414505	9.104860173	5.368293768	6.335894598	26.12841824	8.640652654	8.165270484	6.457380431	3.128315104	5.597895054	6.845292212	5.416939997	5.150011955	1.972058196	6.173919938	11.12919955	3.669514199	2.492347085	3.872380657	7.435250392	3.11702859	2.382414228	3.167971214	2.468600308
Amino Acids	Glycine	A133001-101	6.179515388	8.082163719	5.524778353	7.53950937	3.690416152	4.609598572	13.26507676	5.78047003	8.992513902	4.307549339	6.893188477	4.125470229	4.716777446	8.89436693	4.673187675	7.272427141	3.670280096	3.985955552	4.937043944	3.258914974	4.77782521	6.995878027	4.667854255	5.407915599	2.95661143	3.670939222	6.427668105	6.724413216	4.410489441	2.440840532	4.735153942	3.363358412	4.052146549	2.930451594	5.085343361	2.58101005	5.17878701	1.564910329	2.939894901	4.782898405	7.675924939	2.906788582	6.913577	3.530467444	3.841057648	5.40816424	5.410882797	2.267295474	1.496418016	2.720852088	1.813373141	1.956952083	1.428803409	4.5611574	1.439041926	3.185297992	4.277337483	2.624560559	5.625922145	2.904507618	5.574652649	7.954159811	3.574905097	5.005624949	8.803139639	3.72061598	6.912508224	5.132798957	32.90570306	9.196716944	4.71378277	7.233224638	4.047555469	4.131500718	6.201041102	3.539647438	4.915622895	3.148555846	3.244053231	2.279260277	1.640396136	2.8218693	1.465250559	3.83966019	6.012763017	2.46411598	3.99943962	2.000625351
Amino Acids	Isoleucine	A132002-101	1.686271255	0.676064485	1.625520205	1.410694812	1.881086757	0.894664309	1.917104208	1.714730429	1.208054515	1.193960327	1.391517868	1.558821773	1.277324541	0.996722076	1.437161224	1.296874768	0.654935349	1.328179869	0.64451966	1.424330775	0.814040525	0.929098046	1.17416078	0.925104567	0.890055641	0.87598314	0.923644912	1.030032368	1.058878689	1.329043917	0.970018736	0.869073256	1.229223517	1.404159291	1.178016446	1.142004621	0.741960128	0.925676004	0.916486739	3.008191706	3.022388922	1.821755068	2.169359799	1.767143951	1.412298015	3.221647029	1.630001754	2.322932688	1.25422045	1.338112768	1.818752771	1.517305668	1.112078085	1.032325072	0.778882947	1.445657171	0.933784688	1.816066553	1.408020913	1.501341358	1.602597464	1.149242684	1.867374005	1.693928017	1.840032459	1.217282452	1.581581097	1.933384469	8.566736348	2.135980851	1.990135717	1.370108751	2.040761444	1.816982583	1.252617333	1.891504875	1.744914437	2.148242081	1.175048784	1.880042644	1.135252679	1.126999925	0.906335565	1.116605027	0.995519966	1.193390353	1.017766073	1.137875956
Amino Acids	Leucine	A118001-101	1.626125778	0.996103244	0.906558219	0.707337124	1.306108303	0.847513297	2.295590848	1.037022411	0.685068941		1.006905754	1.157672206	0.551115653	0.588527343	0.970899474	1.010032864	0.669434438	0.875545437	0.598750857	0.845178678	0.946790948	0.957944453	0.927868181	0.452770021	1.133765406	0.882797951	0.785731887	0.823270469	1.15014161	1.109799242	1.342617769	0.617457077	0.930802001	1.021916551	1.050012601	1.222398218	0.752631118	1.392838951	0.5828339	1.701591618	1.607627565	0.800597953	0.746629071	1.009321104	2.296191754	1.478414946	0.74570234	1.413700073	1.086181392	1.191510888	0.633615322	1.040761223	1.26500317	1.019303698	1.216172483	0.570554946	0.736127346	0.782086169	1.041726555	1.008040503	0.535542469	0.796257268	0.637638725	1.330184084	1.737508647	0.613783786	0.690767469	0.96598345	3.34338247	2.04146072	0.834357318	0.813511516	0.735415175	1.106864036	1.277406817	0.763000648	0.564379502	0.73149422	0.664381031	1.003990388	0.891727333	0.566256901	0.630690435	0.791845555	1.069985356	0.740040698	0.527802099	1.799278537
